state,zipcode,county,tax_rate
New mexico,88114,Greenlee County,0.374
New mexico,88301,Lea County,0.467
New mexico,87544,Lincoln County,0.555
New mexico,88029,Los Alamos County,0.592
New mexico,86504,Luna County,0.592
New mexico,87712,Apache County,0.837
New mexico,88310,Mora County,0.563
New mexico,88121,Otero County,0.574
New mexico,87012,Quay County,0.603
New mexico,88113,Rio Arriba County,0.445
New mexico,86514,Roosevelt County,0.491
New mexico,87552,Apache County,0.837
New mexico,87001,San Miguel County,0.637
New mexico,87010,Sandoval County,0.791
New mexico,87901,Santa Fe County,0.513
New mexico,87006,Sierra County,0.53
New mexico,87512,Valencia County,0.703
New mexico,87016,Taos County,0.395
New mexico,88410,Torrance County,0.54
New mexico,87002,Union County,0.499
New york,12009,Valencia County,0.703
New york,14708,Albany County,1.939
New york,10470,Allegany County,3.019
New york,13744,Bronx County,0.994
New york,14042,Broome County,2.657
New york,13021,Cattaraugus County,2.761
New york,14048,Cayuga County,2.345
New york,14814,Chautauqua County,2.51
New york,13124,Chemung County,2.548
New york,12901,Chenango County,2.449
New york,12017,Clinton County,2.029
New york,13040,Columbia County,1.711
New york,12167,Cortland County,2.723
New york,12501,Delaware County,1.832
New york,14001,Dutchess County,2.046
New york,12851,Erie County,2.225
New york,12914,Essex County,1.734
New york,12025,Franklin County,1.801
New york,14005,Fulton County,2.265
New york,12015,Genesee County,2.556
New york,12108,Greene County,1.764
New york,13324,Hamilton County,1.072
New york,13601,Herkimer County,2.309
New york,11201,Jefferson County,1.638
New york,13312,Kings County,0.68
New york,14414,Lewis County,1.781
New york,13032,Livingston County,2.533
New york,14420,Madison County,2.387
New york,12010,Monroe County,2.904
New york,11001,Montgomery County,2.636
New york,10001,Nassau County,0.0
New york,14008,New York County,1.925
New york,13042,Niagara County,2.427
New york,13027,Oswego County,2.689
New york,14424,Onondaga County,2.689
New york,10916,Ontario County,2.264
New york,14098,Orange County,2.46
New york,13028,Orleans County,3.081
New york,12064,Oswego County,2.689
New york,10509,Otsego County,1.76
New york,11004,Putnam County,0.0
New york,12018,Queens County,0.869
New york,10301,Rensselaer County,2.268
New york,10901,Richmond County,0.917
New york,12019,Rockland County,0.0
New york,12008,Saratoga County,1.533
New york,12031,Schenectady County,2.564
New york,14805,Schoharie County,2.321
New york,13148,Schuyler County,2.148
New york,12922,Seneca County,2.364
New york,14572,Saint Lawrence County,2.305
New york,11701,Steuben County,2.562
New york,12701,Suffolk County,0.0
New york,13732,Sullivan County,2.25
New york,13053,Tioga County,2.49
New york,12401,Tompkins County,2.357
New york,12801,Ulster County,2.12
New york,12057,Warren County,1.551
New york,13143,Rensselaer County,2.268
New york,10501,Wayne County,2.633
New york,14009,Westchester County,0.0
New york,14415,Wyoming County,2.422
North carolina,27202,Yates County,1.949
North carolina,28636,Alamance County,0.701
North carolina,28623,Alexander County,0.688
North carolina,28170,Alleghany County,0.638
North carolina,28615,Anson County,0.896
North carolina,28604,Ashe County,0.56
North carolina,27806,Avery County,0.422
North carolina,27805,Beaufort County,0.761
North carolina,28320,Bertie County,0.882
North carolina,28420,Bladen County,0.911
North carolina,28701,Brunswick County,0.584
North carolina,28612,Buncombe County,0.612
North carolina,28025,Burke County,0.72
North carolina,28611,Cabarrus County,0.814
North carolina,27921,Caldwell County,0.674
North carolina,28511,Camden County,0.647
North carolina,27212,Carteret County,0.477
North carolina,28601,Caswell County,0.691
North carolina,27207,Catawba County,0.658
North carolina,28901,Chatham County,0.691
North carolina,27932,Cherokee County,0.518
North carolina,28902,Chowan County,0.701
North carolina,28169,Clay County,0.438
North carolina,28423,Cleveland County,0.738
North carolina,28519,Columbus County,0.946
North carolina,28301,Craven County,0.696
North carolina,27916,Cumberland County,1.061
North carolina,27915,Currituck County,0.471
North carolina,270HH,Dare County,0.55
North carolina,27006,Dare County,0.55
North carolina,28325,Davie County,0.695
North carolina,27503,Duplin County,0.731
North carolina,27801,Durham County,0.929
North carolina,27009,Edgecombe County,1.171
North carolina,27508,Forsyth County,0.895
North carolina,28164,Franklin County,0.78
North carolina,27926,Gaston County,0.854
North carolina,28733,Gates County,0.759
North carolina,27507,Graham County,0.634
North carolina,28538,Granville County,0.79
North carolina,27214,Greene County,0.888
North carolina,27823,Guilford County,0.919
North carolina,28323,Halifax County,1.144
North carolina,28716,Harnett County,0.794
North carolina,28710,Haywood County,0.649
North carolina,27818,Henderson County,0.526
North carolina,28376,Hertford County,1.015
North carolina,27824,Hoke County,0.732
North carolina,28166,Hyde County,0.681
North carolina,28707,Iredell County,0.673
North carolina,27504,Jackson County,0.373
North carolina,28573,Johnston County,0.731
North carolina,27330,Jones County,0.796
North carolina,28501,Lee County,0.88
North carolina,28168,Lenoir County,0.961
North carolina,28734,Lincoln County,0.61
North carolina,28743,Macon County,0.442
North carolina,27840,Madison County,0.543
North carolina,28752,Martin County,1.145
North carolina,28202,McDowell County,0.529
North carolina,28705,Mecklenburg County,0.796
North carolina,27209,Mitchell County,0.519
North carolina,28315,Montgomery County,0.741
North carolina,27557,Moore County,0.592
North carolina,28401,Nash County,0.818
North carolina,27820,New Hanover County,0.624
North carolina,28445,Northampton County,1.188
North carolina,27231,Onslow County,0.676
North carolina,28510,Orange County,0.997
North carolina,27909,Pamlico County,0.608
North carolina,28421,Pasquotank County,0.745
North carolina,27919,Pender County,0.746
North carolina,27343,Perquimans County,0.634
North carolina,28513,Person County,0.703
North carolina,28722,Pitt County,0.87
North carolina,27203,Polk County,0.584
North carolina,28330,Randolph County,0.75
North carolina,28340,Richmond County,0.979
North carolina,27025,Robeson County,0.928
North carolina,27013,Rockingham County,0.835
North carolina,28160,Rowan County,0.711
North carolina,28318,Rutherford County,0.613
North carolina,28343,Sampson County,0.843
North carolina,28163,Scotland County,1.028
North carolina,27016,Stanly County,0.697
North carolina,28621,Stokes County,0.657
North carolina,28702,Surry County,0.666
North carolina,28708,Swain County,0.474
North carolina,27925,Transylvania County,0.475
North carolina,28173,Tyrrell County,0.927
North carolina,27536,Union County,0.652
North carolina,27502,Vance County,0.832
North carolina,27551,Wake County,0.75
North carolina,27928,Warren County,0.885
North carolina,28605,Washington County,1.178
North carolina,28333,Watauga County,0.431
North carolina,28606,Wayne County,0.758
North carolina,27813,Wilkes County,0.687
North carolina,28642,Wilson County,0.919
North carolina,28714,Yadkin County,0.733
North dakota,57638,Yancey County,0.537
North dakota,58031,Perkins County,1.265
North dakota,58332,Barnes County,1.032
North dakota,58627,Benson County,1.021
North dakota,58318,Billings County,0.477
North dakota,58623,Bottineau County,0.697
North dakota,58721,Bowman County,0.838
North dakota,58477,Burke County,0.765
North dakota,58004,Burleigh County,0.883
North dakota,58239,Cass County,1.219
North dakota,58436,Cavalier County,1.114
North dakota,58730,Dickey County,0.922
North dakota,58625,Divide County,0.66
North dakota,58356,Dunn County,0.607
North dakota,58524,Eddy County,0.906
North dakota,58421,Emmons County,0.887
North dakota,58621,Foster County,1.216
North dakota,58201,Golden Valley County,0.812
North dakota,58529,Grand Forks County,1.117
North dakota,58416,Grant County,0.886
North dakota,58646,Griggs County,0.978
North dakota,58428,Hettinger County,1.095
North dakota,58415,Kidder County,0.596
North dakota,58440,Lamoure County,0.974
North dakota,58710,Logan County,1.047
North dakota,58413,McHenry County,0.663
North dakota,58634,McIntosh County,0.904
North dakota,58531,McKenzie County,0.422
North dakota,58523,McLean County,0.754
North dakota,58520,Mercer County,1.072
North dakota,58763,Morton County,1.008
North dakota,58212,Mountrail County,0.564
North dakota,58530,Nelson County,0.797
North dakota,58216,Oliver County,0.591
North dakota,58313,Pembina County,1.019
North dakota,58301,Pierce County,1.013
North dakota,58027,Ramsey County,0.931
North dakota,58740,Ransom County,1.143
North dakota,58001,Renville County,0.649
North dakota,58310,Richland County,1.148
North dakota,58013,Rolette County,1.087
North dakota,58430,Sargent County,1.138
North dakota,58528,Sheridan County,0.782
North dakota,58620,Sioux County,0.275
North dakota,58601,Slope County,0.32
North dakota,58046,Stark County,0.881
North dakota,58401,Steele County,0.967
North dakota,58317,Stutsman County,1.111
North dakota,58009,Towner County,0.879
North dakota,58210,Traill County,1.086
North dakota,58701,Walsh County,1.115
North dakota,58341,Ward County,1.067
North dakota,58755,Wells County,1.091
Ohio,45144,Williams County,0.695
Ohio,45801,Adams County,0.914
Ohio,44805,Allen County,1.15
Ohio,44003,Ashland County,1.058
Ohio,45701,Ashtabula County,1.312
Ohio,45819,Athens County,1.222
Ohio,43713,Auglaize County,1.005
Ohio,45101,Belmont County,1.052
Ohio,45011,Brown County,0.895
Ohio,44615,Butler County,1.301
Ohio,43009,Carroll County,1.015
Ohio,43010,Champaign County,1.129
Ohio,45102,Clark County,1.304
Ohio,45107,Clermont County,1.307
Ohio,43920,Clinton County,0.988
Ohio,43811,Columbiana County,1.137
Ohio,44820,Coshocton County,1.005
Ohio,44017,Crawford County,1.185
Ohio,45303,Cuyahoga County,2.184
Ohio,43512,Darke County,0.941
Ohio,43003,Defiance County,1.173
Ohio,43438,Delaware County,1.698
Ohio,43046,Erie County,1.355
Ohio,43106,Fairfield County,1.153
Ohio,43002,Fayette County,0.984
Ohio,43502,Franklin County,1.636
Ohio,45614,Fulton County,1.35
Ohio,44021,Gallia County,0.988
Ohio,45301,Geauga County,1.523
Ohio,43722,Greene County,1.755
Ohio,45001,Guernsey County,1.014
Ohio,44804,Hamilton County,1.608
Ohio,43326,Hancock County,1.028
Ohio,43907,Hardin County,1.124
Ohio,43516,Harrison County,1.032
Ohio,45123,Henry County,1.197
Ohio,43111,Highland County,0.967
Ohio,43006,Hocking County,1.039
Ohio,44826,Knox County,1.078
Ohio,45621,Huron County,1.06
Ohio,43901,Jackson County,1.006
Ohio,43005,Jefferson County,1.041
Ohio,44057,Knox County,1.078
Ohio,45619,Lake County,1.733
Ohio,43001,Lawrence County,0.885
Ohio,43310,Licking County,1.313
Ohio,44001,Logan County,1.077
Ohio,43412,Lorain County,1.514
Ohio,43029,Ottawa County,1.112
Ohio,44401,Union County,1.268
Ohio,43302,Mahoning County,1.465
Ohio,44212,Marion County,1.04
Ohio,45741,Medina County,1.327
Ohio,45310,Meigs County,1.005
Ohio,45312,Mercer County,1.066
Ohio,43716,Miami County,1.031
Ohio,45309,Monroe County,0.872
Ohio,43728,Montgomery County,1.875
Ohio,43315,Morgan County,0.921
Ohio,43701,Morrow County,1.18
Ohio,43717,Muskingum County,0.955
Ohio,43408,Noble County,0.83
Ohio,45813,Ottawa County,1.112
Ohio,43076,Paulding County,1.117
Ohio,43103,Perry County,0.951
Ohio,45613,Pickaway County,1.035
Ohio,44201,Pike County,0.899
Ohio,45003,Portage County,1.351
Ohio,45827,Butler County,1.301
Ohio,44813,Putnam County,0.994
Ohio,43101,Richland County,1.354
Ohio,43407,Ross County,1.011
Ohio,45629,Sandusky County,1.138
Ohio,44802,Scioto County,1.11
Ohio,45302,Seneca County,1.13
Ohio,44601,Shelby County,1.057
Ohio,44056,Stark County,1.369
Ohio,44402,Summit County,1.604
Ohio,43832,Trumbull County,1.438
Ohio,43036,Tuscarawas County,1.101
Ohio,45832,Union County,1.268
Ohio,45622,Van Wert County,1.0
Ohio,45005,Vinton County,1.096
Ohio,45712,Warren County,1.343
Ohio,44214,Washington County,0.945
Ohio,43501,Wayne County,1.248
Ohio,43402,Williams County,1.225
Ohio,43316,Wood County,1.39
Oklahoma,74457,Wyandot County,0.842
Oklahoma,73716,Adair County,0.471
Oklahoma,74525,Alfalfa County,0.672
Oklahoma,73844,Atoka County,0.597
Oklahoma,73627,Beaver County,0.718
Oklahoma,73040,Beckham County,0.786
Oklahoma,73449,Blaine County,0.534
Oklahoma,73005,Bryan County,0.622
Oklahoma,73014,Caddo County,0.585
Oklahoma,73401,Canadian County,1.014
Oklahoma,74427,Carter County,0.792
Oklahoma,74727,Cherokee County,0.593
Oklahoma,73933,Choctaw County,0.46
Oklahoma,73026,Cimarron County,0.43
Oklahoma,74534,Cleveland County,1.08
Oklahoma,73501,Coal County,0.585
Oklahoma,73531,Comanche County,0.905
Oklahoma,74301,Cotton County,0.68
Oklahoma,74010,Craig County,0.627
Oklahoma,73096,Creek County,0.763
Oklahoma,74331,Custer County,0.715
Oklahoma,73654,Ottawa County,0.621
Oklahoma,73832,Dewey County,0.532
Oklahoma,73701,Ellis County,0.694
Oklahoma,73052,Garfield County,0.849
Oklahoma,73002,Garvin County,0.577
Oklahoma,73758,Grady County,0.734
Oklahoma,73547,Grant County,0.569
Oklahoma,73544,Greer County,0.603
Oklahoma,73834,Harmon County,0.657
Oklahoma,74440,Harper County,0.63
Oklahoma,74531,Haskell County,0.474
Oklahoma,73521,Hughes County,0.641
Oklahoma,73456,Jackson County,0.771
Oklahoma,73432,Jefferson County,0.686
Oklahoma,74601,Johnston County,0.577
Oklahoma,73016,Kay County,0.684
Oklahoma,73041,Kingfisher County,0.571
Oklahoma,74545,Kiowa County,0.602
Oklahoma,74571,Latimer County,0.494
Oklahoma,74026,Latimer County,0.494
Oklahoma,73027,Lincoln County,0.555
Oklahoma,73430,Logan County,0.755
Oklahoma,73718,Love County,0.658
Oklahoma,73439,Major County,0.631
Oklahoma,74330,Marshall County,0.607
Oklahoma,73010,Mayes County,0.707
Oklahoma,74722,McClain County,0.851
Oklahoma,74426,McCurtain County,0.416
Oklahoma,73030,McIntosh County,0.653
Oklahoma,74401,Murray County,0.397
Oklahoma,73061,Muskogee County,0.717
Oklahoma,74027,Noble County,0.801
Oklahoma,74829,Nowata County,0.708
Oklahoma,73003,Okfuskee County,0.529
Oklahoma,74047,Oklahoma County,1.009
Oklahoma,74001,Creek County,0.763
Oklahoma,74335,Osage County,0.74
Oklahoma,74020,Ottawa County,0.621
Oklahoma,74023,Pawnee County,0.704
Oklahoma,74425,Payne County,0.882
Oklahoma,74820,Pittsburg County,0.55
Oklahoma,74801,Pontotoc County,0.645
Oklahoma,74521,Pottawatomie County,0.668
Oklahoma,73628,Pushmataha County,0.448
Oklahoma,74015,Roger Mills County,0.474
Oklahoma,74830,Rogers County,0.806
Oklahoma,74435,Seminole County,0.605
Oklahoma,73055,Sequoyah County,0.594
Oklahoma,67950,Stephens County,0.703
Oklahoma,73530,Morton County,1.877
Oklahoma,74008,Tillman County,0.711
Oklahoma,74014,Tulsa County,1.045
Oklahoma,74003,Wagoner County,0.834
Oklahoma,73021,Washington County,0.949
Oklahoma,73717,Washita County,0.6
Oklahoma,73801,Woods County,0.523
Oregon,97814,Woodward County,0.588
Oregon,97324,Baker County,0.889
Oregon,97004,Benton County,1.026
Oregon,97102,Clackamas County,0.914
Oregon,97016,Clatsop County,0.729
Oregon,97411,Columbia County,0.775
Oregon,97751,Coos County,0.761
Oregon,97406,Crook County,0.713
Oregon,97701,Curry County,0.548
Oregon,97410,Deschutes County,0.671
Oregon,97812,Douglas County,0.682
Oregon,97817,Gilliam County,0.934
Oregon,97904,Grant County,0.896
Oregon,97014,Harney County,1.056
Oregon,97501,Hood River County,0.646
Oregon,977XX,Jackson County,0.8
Oregon,97497,Jackson County,0.8
Oregon,97425,Josephine County,0.546
Oregon,97620,Josephine County,0.546
Oregon,97401,Lake County,0.811
Oregon,97326,Lane County,0.893
Oregon,97321,Benton County,1.026
Oregon,97901,Linn County,0.958
Oregon,97002,Malheur County,0.89
Oregon,97818,Marion County,0.911
Oregon,97019,Morrow County,0.843
Oregon,97304,Multnomah County,0.986
Oregon,97029,Polk County,0.869
Oregon,97107,Sherman County,0.774
Oregon,97801,Tillamook County,0.636
Oregon,97824,Umatilla County,1.015
Oregon,97828,Union County,0.83
Oregon,97001,Wallowa County,0.632
Oregon,97005,Wasco County,0.927
Oregon,97830,Washington County,0.929
Oregon,97101,Wheeler County,0.846
Pennsylvania,17301,Yamhill County,0.806
Pennsylvania,15006,Adams County,1.435
Pennsylvania,15673,Allegheny County,1.677
Pennsylvania,15001,Armstrong County,1.588
Pennsylvania,17211,Beaver County,1.531
Pennsylvania,18056,Bedford County,0.831
Pennsylvania,16601,Berks County,1.862
Pennsylvania,17724,Blair County,1.13
Pennsylvania,18077,Bradford County,1.189
Pennsylvania,16001,Bucks County,1.453
Pennsylvania,15714,Butler County,1.115
Pennsylvania,15832,Cambria County,1.321
Pennsylvania,18012,Cameron County,1.645
Pennsylvania,16677,Carbon County,1.607
Pennsylvania,19087,Centre County,1.119
Pennsylvania,16036,Delaware County,2.053
Pennsylvania,15721,Clarion County,1.026
Pennsylvania,17721,Clearfield County,1.234
Pennsylvania,17814,Clinton County,1.246
Pennsylvania,16110,Columbia County,1.207
Pennsylvania,17081,Crawford County,1.519
Pennsylvania,17080,Cumberland County,1.245
Pennsylvania,19008,Dauphin County,1.496
Pennsylvania,15821,Delaware County,2.053
Pennsylvania,16401,Elk County,1.346
Pennsylvania,15401,Erie County,1.709
Pennsylvania,16217,Fayette County,1.222
Pennsylvania,17201,Forest County,1.083
Pennsylvania,17212,Franklin County,1.162
Pennsylvania,15310,Fulton County,1.103
Pennsylvania,17213,Greene County,1.315
Pennsylvania,15681,Huntingdon County,0.953
Pennsylvania,15711,Indiana County,1.633
Pennsylvania,17076,Jefferson County,1.179
Pennsylvania,18403,Juniata County,1.098
Pennsylvania,17501,Lackawanna County,1.634
Pennsylvania,16101,Lancaster County,1.484
Pennsylvania,17077,Lawrence County,1.48
Pennsylvania,18011,Lebanon County,1.456
Pennsylvania,18201,Lehigh County,1.768
Pennsylvania,17701,Luzerne County,1.602
Pennsylvania,16333,Lycoming County,1.448
Pennsylvania,16113,McKean County,1.661
Pennsylvania,17075,Mercer County,1.292
Pennsylvania,18058,Mifflin County,1.615
Pennsylvania,18041,Monroe County,2.012
Pennsylvania,17821,Montgomery County,1.478
Pennsylvania,18013,Montour County,1.038
Pennsylvania,17730,Northampton County,1.757
Pennsylvania,17074,Northumberland County,1.219
Pennsylvania,19102,Perry County,1.268
Pennsylvania,18324,Philadelphia County,0.865
Pennsylvania,17729,Pike County,1.534
Pennsylvania,17901,Potter County,1.347
Pennsylvania,17812,Schuylkill County,1.619
Pennsylvania,15411,Snyder County,1.197
Pennsylvania,17731,Somerset County,1.147
Pennsylvania,18413,Sullivan County,1.031
Pennsylvania,17765,Susquehanna County,1.189
Pennsylvania,17810,Tioga County,1.244
Pennsylvania,16301,Lycoming County,1.448
Pennsylvania,16313,Venango County,1.366
Pennsylvania,15004,Warren County,1.443
Pennsylvania,18405,Washington County,1.155
Pennsylvania,15012,Wayne County,1.308
Pennsylvania,18419,Fayette County,1.222
Pennsylvania,17302,Wyoming County,1.407
Rhode island,02806,York County,1.754
Rhode island,02816,Bristol County,1.443
Rhode island,02835,Kent County,1.579
Rhode island,02814,Newport County,1.035
Rhode island,02804,Providence County,1.478
South carolina,29620,Washington County,1.104
South carolina,29164,Abbeville County,0.573
South carolina,29810,Aiken County,0.443
South carolina,29621,Allendale County,0.874
South carolina,29003,Anderson County,0.494
South carolina,29812,Bamberg County,0.818
South carolina,29902,Barnwell County,0.713
South carolina,29430,Beaufort County,0.51
South carolina,291XX,Beaufort County,0.51
South carolina,29401,Beaufort County,0.51
South carolina,29340,Charleston County,0.425
South carolina,29014,Cherokee County,0.453
South carolina,291HH,Chester County,0.564
South carolina,29001,Chester County,0.564
South carolina,29435,Clarendon County,0.61
South carolina,29532,Colleton County,0.649
South carolina,29536,Darlington County,0.425
South carolina,29420,Dillon County,0.506
South carolina,29824,Dorchester County,0.596
South carolina,29015,Edgefield County,0.468
South carolina,29161,Fairfield County,0.505
South carolina,29440,Florence County,0.442
South carolina,29601,Georgetown County,0.463
South carolina,29646,Greenville County,0.559
South carolina,29911,Greenwood County,0.656
South carolina,29511,Hampton County,0.776
South carolina,29922,Horry County,0.346
South carolina,29009,Hampton County,0.776
South carolina,29720,Kershaw County,0.528
South carolina,29325,Lancaster County,0.513
South carolina,29010,Laurens County,0.439
South carolina,29006,Lee County,0.6
South carolina,29519,Lexington County,0.548
South carolina,29512,Marion County,0.482
South carolina,29821,Marlboro County,0.625
South carolina,29145,McCormick County,0.741
South carolina,29643,Newberry County,0.785
South carolina,29018,Oconee County,0.417
South carolina,29630,Orangeburg County,0.629
South carolina,29016,Pickens County,0.399
South carolina,29166,Richland County,0.74
South carolina,29301,Saluda County,0.604
South carolina,29150,Spartanburg County,0.587
South carolina,29321,Sumter County,0.562
South carolina,29518,Union County,0.626
South carolina,29704,Williamsburg County,0.714
South dakota,57368,York County,0.52
South dakota,57324,Aurora County,1.119
South dakota,57551,Beadle County,1.163
South dakota,57059,Bennett County,1.109
South dakota,57002,Bon Homme County,1.304
South dakota,57401,Brookings County,1.169
South dakota,57325,Brown County,1.246
South dakota,57339,Brule County,0.897
South dakota,57717,Buffalo County,0.555
South dakota,57632,Butte County,1.056
South dakota,57329,Campbell County,1.536
South dakota,57217,Charles Mix County,1.016
South dakota,57010,Clark County,0.95
South dakota,57201,Clay County,1.298
South dakota,57621,Codington County,1.108
South dakota,57722,Corson County,1.182
South dakota,57301,Custer County,0.828
South dakota,57219,Davison County,1.285
South dakota,57213,Day County,1.102
South dakota,57625,Deuel County,0.827
South dakota,57313,Dewey County,1.348
South dakota,57428,Douglas County,1.106
South dakota,57735,Edmunds County,0.938
South dakota,57435,Fall River County,1.11
South dakota,57216,Faulk County,0.819
South dakota,57317,Grant County,0.993
South dakota,57552,Gregory County,1.257
South dakota,57221,Haakon County,0.723
South dakota,57362,Hamlin County,1.15
South dakota,57311,Hand County,0.813
South dakota,57650,Hanson County,1.085
South dakota,57501,Harding County,1.199
South dakota,57029,Hughes County,1.137
South dakota,57345,Hutchinson County,1.206
South dakota,57521,Hyde County,1.513
South dakota,57312,Jackson County,0.59
South dakota,57531,Jerauld County,0.951
South dakota,57051,Jones County,0.909
South dakota,57016,Kingsbury County,1.005
South dakota,57732,Lake County,1.187
South dakota,57013,Lawrence County,0.972
South dakota,57365,Lincoln County,1.25
South dakota,57232,Lyman County,1.175
South dakota,57012,Marshall County,0.95
South dakota,57437,McCook County,1.036
South dakota,57626,McPherson County,1.417
South dakota,57560,Meade County,1.088
South dakota,57321,Mellette County,1.621
South dakota,57003,Miner County,1.266
South dakota,57017,Minnehaha County,1.194
South dakota,57701,Moody County,1.131
South dakota,57620,Pennington County,1.177
South dakota,57442,Perkins County,1.265
South dakota,56219,Potter County,1.2
South dakota,57314,Traverse County,0.877
South dakota,57716,Sanborn County,1.254
South dakota,57424,Oglala Lakota County,0.0
South dakota,57532,Spink County,1.325
South dakota,57520,Stanley County,1.378
South dakota,57526,Sully County,0.826
South dakota,57528,Sully County,0.826
South dakota,57014,Tripp County,0.991
South dakota,57001,Turner County,1.104
South dakota,57420,Union County,1.13
South dakota,57031,Walworth County,1.532
South dakota,57622,Yankton County,1.137
Tennessee,37705,Ziebach County,0.575
Tennessee,37020,Anderson County,0.68
Tennessee,38221,Bedford County,0.543
Tennessee,37367,Benton County,0.611
Tennessee,37701,Bledsoe County,0.41
Tennessee,37310,Blount County,0.54
Tennessee,37714,Bradley County,0.524
Tennessee,37016,Campbell County,0.436
Tennessee,38201,Cannon County,0.512
Tennessee,37643,Carroll County,0.68
Tennessee,37015,Carter County,0.563
Tennessee,38332,Cheatham County,0.544
Tennessee,37715,Chester County,0.587
Tennessee,38551,Claiborne County,0.491
Tennessee,37713,Clay County,0.594
Tennessee,37018,Cocke County,0.675
Tennessee,38001,Coffee County,0.645
Tennessee,37723,Crockett County,0.638
Tennessee,37013,Cumberland County,0.338
Tennessee,37012,Davidson County,0.629
Tennessee,38311,DeKalb County,0.386
Tennessee,37029,Decatur County,0.508
Tennessee,38024,Dickson County,0.545
Tennessee,38036,Dyer County,0.637
Tennessee,38504,Fayette County,0.352
Tennessee,37306,Fentress County,0.365
Tennessee,38233,Franklin County,0.6
Tennessee,38449,Gibson County,0.746
Tennessee,37708,Giles County,0.544
Tennessee,37743,Grainger County,0.503
Tennessee,371XX,Greene County,0.46
Tennessee,37813,Greene County,0.46
Tennessee,37302,Hamblen County,0.494
Tennessee,37765,Hamilton County,0.731
Tennessee,38008,Hancock County,0.479
Tennessee,38326,Hardeman County,0.693
Tennessee,37711,Hardin County,0.475
Tennessee,38012,Hawkins County,0.606
Tennessee,38328,Haywood County,0.692
Tennessee,38222,Henderson County,0.499
Tennessee,38454,Henry County,0.506
Tennessee,37061,Hickman County,0.602
Tennessee,37078,Houston County,0.605
Tennessee,38545,Humphreys County,0.497
Tennessee,37725,Putnam County,0.561
Tennessee,37640,Jefferson County,0.51
Tennessee,37721,Johnson County,0.414
Tennessee,38079,Knox County,0.524
Tennessee,38037,Lake County,0.632
Tennessee,38456,Lauderdale County,0.731
Tennessee,38462,Lawrence County,0.583
Tennessee,38453,Lewis County,0.503
Tennessee,37742,Lincoln County,0.494
Tennessee,37057,Loudon County,0.421
Tennessee,38301,Smith County,0.495
Tennessee,37340,Madison County,0.645
Tennessee,37019,Marion County,0.472
Tennessee,38401,Marshall County,0.578
Tennessee,37826,Maury County,0.515
Tennessee,38310,McMinn County,0.396
Tennessee,37880,McNairy County,0.451
Tennessee,37874,Meigs County,0.39
Tennessee,42223,Monroe County,0.474
Tennessee,37352,Christian County,0.719
Tennessee,37719,Moore County,0.463
Tennessee,38232,Morgan County,0.632
Tennessee,38541,Obion County,0.586
Tennessee,37096,Overton County,0.42
Tennessee,38549,Perry County,0.564
Tennessee,37307,Pickett County,0.4
Tennessee,38501,Polk County,0.585
Tennessee,37321,Putnam County,0.561
Tennessee,37748,Rhea County,0.517
Tennessee,37032,Roane County,0.603
Tennessee,37037,Robertson County,0.554
Tennessee,37732,Rutherford County,0.542
Tennessee,37327,Scott County,0.543
Tennessee,37738,Sequatchie County,0.505
Tennessee,38002,Sevier County,0.338
Tennessee,38547,Shelby County,1.122
Tennessee,37023,Smith County,0.495
Tennessee,37617,Stewart County,0.602
Tennessee,37022,Sullivan County,0.67
Tennessee,38004,Sumner County,0.552
Tennessee,37074,Tipton County,0.546
Tennessee,37650,Trousdale County,0.554
Tennessee,37779,Unicoi County,0.622
Tennessee,38585,Union County,0.43
Tennessee,38581,Van Buren County,0.432
Tennessee,37601,Warren County,0.493
Tennessee,38425,Washington County,0.601
Tennessee,38225,Wayne County,0.495
Tennessee,38559,Weakley County,0.583
Tennessee,38476,White County,0.456
Tennessee,37087,Williamson County,0.453
Texas,75763,Wilson County,0.472
Texas,79714,Anderson County,1.025
Texas,75901,Andrews County,1.433
Texas,78358,Angelina County,1.261
Texas,76351,Aransas County,1.063
Texas,79019,Archer County,1.42
Texas,78008,Armstrong County,1.347
Texas,77418,Atascosa County,1.427
Texas,79320,Austin County,1.338
Texas,78003,Austin County,1.338
Texas,78602,Bandera County,0.966
Texas,76380,Bastrop County,1.618
Texas,78102,Baylor County,1.581
Texas,76501,Bee County,1.325
Texas,78002,Bell County,1.623
Texas,78606,Bexar County,1.876
Texas,795HH,Blanco County,1.09
Texas,76634,Blanco County,1.09
Texas,75501,Bosque County,1.058
Texas,77422,Bowie County,1.343
Texas,77801,Brazoria County,1.764
Texas,79830,Brazos County,1.711
Texas,79255,Brewster County,1.231
Texas,78353,Briscoe County,1.067
Texas,76432,Brooks County,0.974
Texas,77836,Brown County,1.208
Texas,78605,Burleson County,1.062
Texas,78616,Burnet County,1.211
Texas,77978,Caldwell County,1.512
Texas,79504,Calhoun County,1.287
Texas,78520,Callahan County,1.103
Texas,75451,Cameron County,1.686
Texas,79039,Camp County,1.22
Texas,75551,Carson County,1.393
Texas,79043,Cass County,1.148
Texas,77514,Castro County,1.236
Texas,75759,Chambers County,1.085
Texas,79201,Cherokee County,1.264
Texas,76228,Childress County,1.747
Texas,79314,Clay County,1.427
Texas,76933,Cochran County,1.45
Texas,79519,Coke County,1.383
Texas,75002,Coleman County,1.375
Texas,79095,Collin County,1.752
Texas,77412,Collingsworth County,1.361
